sugar_level,ph_level,alcohol_level,fixed acidity,volatile acidity,citric acid,chlorides,free sulfur dioxide,total sulfur dioxide,density,sulphates,class
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,9.3,0.43,0.44,0.085,9.0,22.0,0.99708,0.55,low
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,9.3,0.43,0.44,0.085,9.0,22.0,0.99708,0.55,low
2.0 - 2.5,3.00 - 3.25,9.5 - 10.0,8.0,0.42,0.32,0.08,26.0,122.0,0.9980100000000001,1.07,low
<= 1.5,3.25 - 3.50,10.5 - 11.0,9.3,0.36,0.39,0.08,41.0,55.0,0.9965200000000001,0.73,high
<= 1.5,3.25 - 3.50,10.5 - 11.0,9.3,0.36,0.39,0.08,41.0,55.0,0.9965200000000001,0.73,high
2.0 - 2.5,3.50 - 3.75,11.5 - 12.0,7.6,0.735,0.02,0.071,10.0,14.0,0.9953799999999999,0.71,high
<= 1.5,3.25 - 3.50,10.5 - 11.0,9.3,0.36,0.39,0.08,41.0,55.0,0.9965200000000001,0.73,high
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,8.2,0.26,0.34,0.073,16.0,47.0,0.9959399999999999,0.78,high
1.5 - 2.0,3.00 - 3.25,10.5 - 11.0,11.7,0.28,0.47,0.054000000000000006,17.0,32.0,0.9968600000000001,0.67,high
1.5 - 2.0,3.25 - 3.50,11.0 - 11.5,6.8,0.56,0.22,0.07400000000000001,15.0,24.0,0.9943799999999999,0.82,high
2.5 - 3.0,3.50 - 3.75,9.0 - 9.5,7.2,0.62,0.06,0.077,15.0,85.0,0.99746,0.54,low
1.5 - 2.0,3.50 - 3.75,11.0 - 11.5,5.8,1.01,0.66,0.039,15.0,88.0,0.9935700000000001,0.6,high
2.5 - 3.0,3.00 - 3.25,10.0 - 10.5,7.5,0.42,0.32,0.067,7.0,25.0,0.9962799999999999,0.44,low
2.0 - 2.5,3.50 - 3.75,9.5 - 10.0,7.2,0.62,0.06,0.078,17.0,84.0,0.99746,0.53,low
2.5 - 3.0,3.50 - 3.75,9.0 - 9.5,7.2,0.62,0.06,0.077,15.0,85.0,0.99746,0.54,low
2.5 - 3.0,3.50 - 3.75,9.5 - 10.0,7.2,0.635,0.07,0.077,16.0,86.0,0.9974799999999999,0.54,low
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,6.8,0.49,0.22,0.071,13.0,24.0,0.9943799999999999,0.83,high
1.5 - 2.0,3.25 - 3.50,11.0 - 11.5,6.9,0.51,0.23,0.07200000000000001,13.0,22.0,0.9943799999999999,0.84,high
1.5 - 2.0,3.25 - 3.50,11.0 - 11.5,6.8,0.56,0.22,0.07400000000000001,15.0,24.0,0.9943799999999999,0.82,high
1.5 - 2.0,3.25 - 3.50,10.5 - 11.0,7.6,0.63,0.03,0.08,27.0,43.0,0.9957799999999999,0.64,high
2.0 - 2.5,3.25 - 3.50,11.5 - 12.0,7.7,0.715,0.01,0.064,31.0,43.0,0.99371,0.57,high
<= 1.5,3.50 - 3.75,10.5 - 11.0,6.9,0.56,0.03,0.086,36.0,46.0,0.9952200000000001,0.57,low
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,7.3,0.35,0.24,0.067,28.0,48.0,0.9957600000000001,0.54,low
1.5 - 2.0,3.00 - 3.25,11.0 - 11.5,9.1,0.21,0.37,0.067,6.0,10.0,0.9955200000000001,0.58,high
2.0 - 2.5,3.00 - 3.25,11.5 - 12.0,10.4,0.38,0.46,0.10400000000000001,6.0,10.0,0.99664,0.65,high
2.5 - 3.0,3.25 - 3.50,11.5 - 12.0,8.8,0.31,0.4,0.109,7.0,16.0,0.9961399999999999,0.79,high
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,7.1,0.47,0.0,0.067,7.0,14.0,0.9951700000000001,0.58,low
2.0 - 2.5,3.25 - 3.50,11.5 - 12.0,7.7,0.715,0.01,0.064,31.0,43.0,0.99371,0.57,high
> 3.0,3.00 - 3.25,9.5 - 10.0,8.8,0.61,0.19,0.094,30.0,69.0,0.99787,0.5,high
2.0 - 2.5,3.50 - 3.75,9.0 - 9.5,7.2,0.6,0.04,0.076,18.0,88.0,0.99745,0.55,low
1.5 - 2.0,3.00 - 3.25,9.5 - 10.0,9.2,0.56,0.18,0.078,10.0,21.0,0.9957600000000001,0.49,low
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,7.6,0.715,0.0,0.068,30.0,35.0,0.9953299999999999,0.65,high
> 3.0,3.00 - 3.25,11.5 - 12.0,8.4,0.31,0.29,0.19399999999999998,14.0,26.0,0.99536,0.78,high
2.0 - 2.5,3.50 - 3.75,9.0 - 9.5,7.2,0.6,0.04,0.076,18.0,88.0,0.99745,0.55,low
> 3.0,3.00 - 3.25,9.5 - 10.0,8.8,0.61,0.19,0.094,30.0,69.0,0.99787,0.5,high
2.0 - 2.5,3.25 - 3.50,10.0 - 10.5,8.9,0.75,0.14,0.086,9.0,30.0,0.99824,0.64,low
2.0 - 2.5,3.25 - 3.50,10.0 - 10.5,9.0,0.8,0.12,0.083,8.0,28.0,0.99836,0.65,high
2.5 - 3.0,3.00 - 3.25,> 12.0,10.7,0.52,0.38,0.066,29.0,56.0,0.99577,0.79,high
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,6.8,0.57,0.0,0.07200000000000001,32.0,64.0,0.9949100000000001,0.56,high
> 3.0,3.00 - 3.25,9.0 - 9.5,10.7,0.9,0.34,0.11199999999999999,23.0,99.0,1.00289,0.68,low
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,7.2,0.34,0.24,0.071,30.0,52.0,0.9957600000000001,0.58,low
2.0 - 2.5,3.50 - 3.75,9.5 - 10.0,7.2,0.66,0.03,0.078,16.0,86.0,0.9974299999999999,0.57,low
1.5 - 2.0,3.00 - 3.25,9.0 - 9.5,10.1,0.45,0.23,0.08199999999999999,10.0,18.0,0.99774,0.65,high
2.0 - 2.5,3.50 - 3.75,9.5 - 10.0,7.2,0.66,0.03,0.078,16.0,86.0,0.9974299999999999,0.57,low
2.0 - 2.5,3.50 - 3.75,9.5 - 10.0,7.2,0.63,0.03,0.08,17.0,88.0,0.99745,0.58,high
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,7.1,0.59,0.01,0.08,27.0,43.0,0.9955,0.58,high
2.0 - 2.5,3.25 - 3.50,> 12.0,8.3,0.31,0.39,0.078,17.0,43.0,0.99444,0.77,high
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,7.1,0.59,0.01,0.08,27.0,43.0,0.9955,0.58,high
2.0 - 2.5,3.25 - 3.50,> 12.0,8.3,0.31,0.39,0.078,17.0,43.0,0.99444,0.77,high
> 3.0,3.25 - 3.50,10.5 - 11.0,8.3,1.02,0.02,0.084,6.0,11.0,0.99892,0.49,low
2.5 - 3.0,3.25 - 3.50,11.5 - 12.0,8.9,0.31,0.36,0.055999999999999994,10.0,39.0,0.9956200000000001,0.69,low
2.0 - 2.5,3.50 - 3.75,10.5 - 11.0,7.4,0.635,0.1,0.08,16.0,33.0,0.99736,0.69,high
2.0 - 2.5,3.50 - 3.75,10.5 - 11.0,7.4,0.635,0.1,0.08,16.0,33.0,0.99736,0.69,high
> 3.0,3.25 - 3.50,10.5 - 11.0,6.8,0.59,0.06,0.06,11.0,18.0,0.9962,0.59,high
> 3.0,3.25 - 3.50,10.5 - 11.0,6.8,0.59,0.06,0.06,11.0,18.0,0.9962,0.59,high
2.5 - 3.0,3.00 - 3.25,9.0 - 9.5,9.2,0.58,0.2,0.081,15.0,115.0,0.998,0.59,low
2.5 - 3.0,3.25 - 3.50,10.5 - 11.0,7.2,0.54,0.27,0.084,12.0,78.0,0.9964,0.71,low
2.0 - 2.5,3.50 - 3.75,11.0 - 11.5,6.1,0.56,0.0,0.079,6.0,9.0,0.9948,0.54,high
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,7.4,0.52,0.13,0.078,34.0,61.0,0.9952799999999999,0.59,high
<= 1.5,3.25 - 3.50,11.0 - 11.5,7.3,0.305,0.39,0.059000000000000004,7.0,11.0,0.99331,0.52,high
> 3.0,3.00 - 3.25,> 12.0,9.3,0.38,0.48,0.132,3.0,11.0,0.99577,0.57,high
> 3.0,3.00 - 3.25,10.5 - 11.0,9.1,0.28,0.46,0.114,3.0,9.0,0.9990100000000001,0.6,high
2.5 - 3.0,3.25 - 3.50,> 12.0,10.0,0.46,0.44,0.065,4.0,8.0,0.99674,0.62,high
> 3.0,3.25 - 3.50,> 12.0,9.4,0.395,0.46,0.094,3.0,10.0,0.99639,0.64,high
<= 1.5,3.25 - 3.50,11.0 - 11.5,7.3,0.305,0.39,0.059000000000000004,7.0,11.0,0.99331,0.52,high
2.0 - 2.5,3.25 - 3.50,11.5 - 12.0,8.6,0.315,0.4,0.079,3.0,6.0,0.9951200000000001,0.67,high
<= 1.5,3.50 - 3.75,10.5 - 11.0,5.3,0.715,0.19,0.161,7.0,62.0,0.99395,0.61,low
> 3.0,3.25 - 3.50,10.0 - 10.5,6.8,0.41,0.31,0.084,26.0,45.0,0.99824,0.64,high
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,8.4,0.36,0.32,0.081,32.0,79.0,0.9964,0.72,high
1.5 - 2.0,3.25 - 3.50,11.5 - 12.0,8.4,0.62,0.12,0.07200000000000001,38.0,46.0,0.9950399999999999,0.89,high
2.0 - 2.5,3.00 - 3.25,10.0 - 10.5,9.6,0.41,0.37,0.091,10.0,23.0,0.9978600000000001,0.56,low
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,8.4,0.36,0.32,0.081,32.0,79.0,0.9964,0.72,high
1.5 - 2.0,3.25 - 3.50,11.5 - 12.0,8.4,0.62,0.12,0.07200000000000001,38.0,46.0,0.9950399999999999,0.89,high
> 3.0,3.25 - 3.50,10.0 - 10.5,6.8,0.41,0.31,0.084,26.0,45.0,0.99824,0.64,high
2.0 - 2.5,3.00 - 3.25,11.0 - 11.5,8.6,0.47,0.27,0.055,14.0,28.0,0.99516,0.8,low
1.5 - 2.0,3.25 - 3.50,10.5 - 11.0,8.6,0.22,0.36,0.064,53.0,77.0,0.9960399999999999,0.87,high
2.0 - 2.5,3.25 - 3.50,10.0 - 10.5,9.4,0.24,0.33,0.061,52.0,73.0,0.9978600000000001,0.9,high
2.0 - 2.5,3.00 - 3.25,9.0 - 9.5,8.4,0.67,0.19,0.09300000000000001,11.0,75.0,0.99736,0.59,low
2.0 - 2.5,3.00 - 3.25,11.0 - 11.5,8.6,0.47,0.27,0.055,14.0,28.0,0.99516,0.8,low
> 3.0,3.25 - 3.50,11.5 - 12.0,8.7,0.33,0.38,0.063,10.0,19.0,0.9946799999999999,0.73,high
1.5 - 2.0,3.50 - 3.75,10.0 - 10.5,6.6,0.61,0.01,0.08,8.0,25.0,0.99746,0.73,low
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,7.4,0.61,0.01,0.07400000000000001,13.0,38.0,0.9974799999999999,0.65,low
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,7.6,0.4,0.29,0.078,29.0,66.0,0.9971,0.59,high
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,7.4,0.61,0.01,0.07400000000000001,13.0,38.0,0.9974799999999999,0.65,low
1.5 - 2.0,3.50 - 3.75,10.0 - 10.5,6.6,0.61,0.01,0.08,8.0,25.0,0.99746,0.73,low
2.0 - 2.5,3.25 - 3.50,11.5 - 12.0,8.8,0.3,0.38,0.06,19.0,72.0,0.9954299999999999,0.72,high
2.0 - 2.5,3.25 - 3.50,11.5 - 12.0,8.8,0.3,0.38,0.06,19.0,72.0,0.9954299999999999,0.72,high
<= 1.5,3.00 - 3.25,10.0 - 10.5,12.0,0.63,0.5,0.071,6.0,26.0,0.9979100000000001,0.6,low
2.5 - 3.0,3.25 - 3.50,> 12.0,7.2,0.38,0.38,0.068,23.0,42.0,0.99356,0.72,high
1.5 - 2.0,3.50 - 3.75,11.0 - 11.5,6.2,0.46,0.17,0.073,7.0,11.0,0.99425,0.54,low
2.0 - 2.5,3.25 - 3.50,> 12.0,9.6,0.33,0.52,0.07400000000000001,13.0,25.0,0.9950899999999999,0.76,high
> 3.0,3.00 - 3.25,> 12.0,9.9,0.27,0.49,0.08199999999999999,9.0,17.0,0.99484,0.52,high
2.5 - 3.0,3.00 - 3.25,9.5 - 10.0,10.1,0.43,0.4,0.092,13.0,52.0,0.99834,0.64,high
2.0 - 2.5,3.00 - 3.25,9.5 - 10.0,9.8,0.5,0.34,0.094,10.0,45.0,0.99864,0.6,high
> 3.0,3.25 - 3.50,> 12.0,8.3,0.3,0.49,0.09,11.0,24.0,0.99498,0.64,high
1.5 - 2.0,3.00 - 3.25,11.0 - 11.5,10.2,0.44,0.42,0.071,7.0,20.0,0.99566,0.79,high
> 3.0,3.25 - 3.50,11.5 - 12.0,10.2,0.44,0.58,0.092,11.0,24.0,0.99745,0.99,high
2.0 - 2.5,3.25 - 3.50,> 12.0,8.3,0.28,0.48,0.09300000000000001,6.0,12.0,0.99408,0.62,high
1.5 - 2.0,3.25 - 3.50,11.5 - 12.0,8.9,0.12,0.45,0.075,10.0,21.0,0.9955200000000001,0.76,high
1.5 - 2.0,3.25 - 3.50,11.5 - 12.0,8.9,0.12,0.45,0.075,10.0,21.0,0.9955200000000001,0.76,high
1.5 - 2.0,3.25 - 3.50,11.5 - 12.0,8.9,0.12,0.45,0.075,10.0,21.0,0.9955200000000001,0.76,high
2.0 - 2.5,3.25 - 3.50,> 12.0,8.3,0.28,0.48,0.09300000000000001,6.0,12.0,0.99408,0.62,high
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,8.2,0.31,0.4,0.057999999999999996,6.0,10.0,0.99536,0.68,high
2.0 - 2.5,3.00 - 3.25,> 12.0,10.2,0.34,0.48,0.052000000000000005,5.0,9.0,0.9945799999999999,0.69,high
2.5 - 3.0,3.25 - 3.50,> 12.0,7.6,0.43,0.4,0.08199999999999999,6.0,11.0,0.9953799999999999,0.54,high
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,8.5,0.21,0.52,0.09,9.0,23.0,0.9964799999999999,0.67,low
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,9.0,0.36,0.52,0.111,5.0,10.0,0.9956799999999999,0.62,high
1.5 - 2.0,3.25 - 3.50,11.0 - 11.5,9.5,0.37,0.52,0.08800000000000001,12.0,51.0,0.99613,0.58,high
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,6.4,0.57,0.12,0.12,25.0,36.0,0.99519,0.71,high
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,8.0,0.59,0.05,0.08900000000000001,12.0,32.0,0.99735,0.61,low
1.5 - 2.0,3.00 - 3.25,11.0 - 11.5,8.5,0.47,0.27,0.057999999999999996,18.0,38.0,0.99518,0.85,high
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,7.1,0.56,0.14,0.078,7.0,18.0,0.99592,0.62,low
2.0 - 2.5,3.25 - 3.50,9.0 - 9.5,6.6,0.57,0.02,0.115,6.0,16.0,0.99654,0.69,low
1.5 - 2.0,3.00 - 3.25,11.0 - 11.5,8.8,0.27,0.39,0.1,20.0,27.0,0.99546,0.69,high
1.5 - 2.0,3.00 - 3.25,11.0 - 11.5,8.5,0.47,0.27,0.057999999999999996,18.0,38.0,0.99518,0.85,high
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,8.3,0.34,0.4,0.065,24.0,48.0,0.99554,0.86,high
2.0 - 2.5,3.00 - 3.25,11.5 - 12.0,9.0,0.38,0.41,0.10300000000000001,6.0,10.0,0.9960399999999999,0.58,high
2.0 - 2.5,3.00 - 3.25,9.0 - 9.5,8.5,0.66,0.2,0.09699999999999999,23.0,113.0,0.9973299999999999,0.48,low
2.0 - 2.5,3.00 - 3.25,> 12.0,9.0,0.4,0.43,0.068,29.0,46.0,0.9943,0.6,high
2.5 - 3.0,3.25 - 3.50,10.0 - 10.5,6.7,0.56,0.09,0.079,7.0,22.0,0.99669,0.61,low
1.5 - 2.0,3.25 - 3.50,10.5 - 11.0,10.4,0.26,0.48,0.066,6.0,10.0,0.99724,0.87,high
1.5 - 2.0,3.25 - 3.50,10.5 - 11.0,10.4,0.26,0.48,0.066,6.0,10.0,0.99724,0.87,high
2.0 - 2.5,3.00 - 3.25,11.5 - 12.0,10.1,0.38,0.5,0.10400000000000001,6.0,13.0,0.9964299999999999,0.65,high
1.5 - 2.0,3.50 - 3.75,10.5 - 11.0,8.5,0.34,0.44,0.079,6.0,12.0,0.99605,0.63,low
> 3.0,3.25 - 3.50,> 12.0,8.8,0.33,0.41,0.073,7.0,13.0,0.9965799999999999,0.62,high
2.0 - 2.5,3.25 - 3.50,9.0 - 9.5,7.2,0.41,0.3,0.083,35.0,72.0,0.997,0.52,low
2.0 - 2.5,3.25 - 3.50,9.0 - 9.5,7.2,0.41,0.3,0.083,35.0,72.0,0.997,0.52,low
2.5 - 3.0,3.00 - 3.25,9.0 - 9.5,8.4,0.59,0.29,0.109,31.0,119.0,0.9980100000000001,0.5,low
> 3.0,3.25 - 3.50,11.0 - 11.5,7.0,0.4,0.32,0.061,9.0,29.0,0.99416,0.49,high
<= 1.5,3.00 - 3.25,10.0 - 10.5,12.2,0.45,0.49,0.075,3.0,6.0,0.9969,0.63,low
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,9.1,0.5,0.3,0.065,8.0,17.0,0.99774,0.71,high
1.5 - 2.0,3.00 - 3.25,9.5 - 10.0,9.5,0.86,0.26,0.079,13.0,28.0,0.9971200000000001,0.62,low
2.0 - 2.5,3.25 - 3.50,> 12.0,7.3,0.52,0.32,0.07,51.0,70.0,0.99418,0.82,high
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,9.1,0.5,0.3,0.065,8.0,17.0,0.99774,0.71,high
<= 1.5,3.00 - 3.25,10.0 - 10.5,12.2,0.45,0.49,0.075,3.0,6.0,0.9969,0.63,low
1.5 - 2.0,3.25 - 3.50,11.0 - 11.5,7.4,0.58,0.0,0.064,7.0,11.0,0.9956200000000001,0.58,high
<= 1.5,3.00 - 3.25,11.0 - 11.5,9.8,0.34,0.39,0.066,3.0,7.0,0.9947,0.55,high
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,7.1,0.36,0.3,0.08,35.0,70.0,0.9969299999999999,0.5,low
1.5 - 2.0,3.00 - 3.25,9.0 - 9.5,7.7,0.39,0.12,0.09699999999999999,19.0,27.0,0.9959600000000001,0.49,low
<= 1.5,3.00 - 3.25,10.5 - 11.0,9.7,0.295,0.4,0.073,14.0,21.0,0.99556,0.51,high
1.5 - 2.0,3.00 - 3.25,9.0 - 9.5,7.7,0.39,0.12,0.09699999999999999,19.0,27.0,0.9959600000000001,0.49,low
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,7.1,0.34,0.28,0.08199999999999999,31.0,68.0,0.9969399999999999,0.48,low
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,6.5,0.4,0.1,0.076,30.0,47.0,0.99554,0.48,high
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,7.1,0.34,0.28,0.08199999999999999,31.0,68.0,0.9969399999999999,0.48,low
2.0 - 2.5,3.00 - 3.25,9.0 - 9.5,10.0,0.35,0.45,0.092,20.0,88.0,0.99918,0.43,low
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,7.7,0.6,0.06,0.079,19.0,41.0,0.99697,0.62,high
2.0 - 2.5,3.50 - 3.75,> 12.0,5.6,0.66,0.0,0.087,3.0,11.0,0.9937799999999999,0.63,high
2.0 - 2.5,3.50 - 3.75,> 12.0,5.6,0.66,0.0,0.087,3.0,11.0,0.9937799999999999,0.63,high
<= 1.5,3.00 - 3.25,9.0 - 9.5,8.9,0.84,0.34,0.05,4.0,10.0,0.99554,0.48,high
1.5 - 2.0,3.25 - 3.50,> 12.0,6.4,0.69,0.0,0.055,7.0,12.0,0.9916200000000001,0.53,high
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,7.5,0.43,0.3,0.062,6.0,12.0,0.99495,0.72,high
<= 1.5,3.25 - 3.50,10.5 - 11.0,9.9,0.35,0.38,0.057999999999999996,31.0,47.0,0.9967600000000001,0.82,high
2.0 - 2.5,3.25 - 3.50,11.5 - 12.0,9.1,0.29,0.33,0.063,13.0,27.0,0.99516,0.84,high
1.5 - 2.0,3.25 - 3.50,> 12.0,6.8,0.36,0.32,0.067,4.0,8.0,0.9928,0.55,high
1.5 - 2.0,3.00 - 3.25,10.0 - 10.5,8.2,0.43,0.29,0.081,27.0,45.0,0.99603,0.54,low
1.5 - 2.0,3.25 - 3.50,> 12.0,6.8,0.36,0.32,0.067,4.0,8.0,0.9928,0.55,high
2.0 - 2.5,3.25 - 3.50,11.5 - 12.0,9.1,0.29,0.33,0.063,13.0,27.0,0.99516,0.84,high
1.5 - 2.0,3.25 - 3.50,11.5 - 12.0,9.1,0.3,0.34,0.064,12.0,25.0,0.99516,0.84,high
> 3.0,3.00 - 3.25,11.5 - 12.0,8.9,0.35,0.4,0.11,12.0,24.0,0.99549,0.7,high
2.5 - 3.0,3.00 - 3.25,10.5 - 11.0,9.6,0.5,0.36,0.11599999999999999,26.0,55.0,0.9972200000000001,0.68,low
1.5 - 2.0,3.00 - 3.25,> 12.0,8.9,0.28,0.45,0.067,7.0,12.0,0.99354,0.55,high
1.5 - 2.0,3.00 - 3.25,10.0 - 10.5,8.9,0.32,0.31,0.08800000000000001,12.0,19.0,0.9957,0.55,high
2.0 - 2.5,3.00 - 3.25,9.5 - 10.0,7.7,1.005,0.15,0.102,11.0,32.0,0.9960399999999999,0.48,low
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,7.5,0.71,0.0,0.092,22.0,31.0,0.99635,0.58,high
1.5 - 2.0,3.00 - 3.25,11.0 - 11.5,8.0,0.58,0.16,0.12,3.0,7.0,0.99454,0.58,high
2.0 - 2.5,3.00 - 3.25,11.0 - 11.5,10.5,0.39,0.46,0.075,14.0,27.0,0.99598,0.84,high
2.0 - 2.5,3.25 - 3.50,> 12.0,8.9,0.38,0.4,0.068,12.0,28.0,0.9948600000000001,0.75,high
<= 1.5,2.74 - 3.00,> 12.0,8.0,0.18,0.37,0.049,36.0,109.0,0.9900700000000001,0.44,high
<= 1.5,2.74 - 3.00,> 12.0,8.0,0.18,0.37,0.049,36.0,109.0,0.9900700000000001,0.44,high
1.5 - 2.0,3.50 - 3.75,10.0 - 10.5,7.0,0.5,0.14,0.078,10.0,23.0,0.99636,0.61,low
2.0 - 2.5,3.00 - 3.25,11.5 - 12.0,11.3,0.36,0.66,0.12300000000000001,3.0,8.0,0.9964200000000001,0.53,high
2.0 - 2.5,3.00 - 3.25,11.5 - 12.0,11.3,0.36,0.66,0.12300000000000001,3.0,8.0,0.9964200000000001,0.53,high
2.0 - 2.5,3.25 - 3.50,10.0 - 10.5,7.0,0.51,0.09,0.062,4.0,9.0,0.99584,0.54,low
2.0 - 2.5,3.25 - 3.50,> 12.0,8.2,0.32,0.42,0.098,3.0,9.0,0.9950600000000001,0.55,high
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,7.7,0.58,0.01,0.08800000000000001,12.0,18.0,0.9956799999999999,0.56,high
2.5 - 3.0,3.25 - 3.50,10.0 - 10.5,8.6,0.83,0.0,0.095,17.0,43.0,0.9982200000000001,0.6,high
1.5 - 2.0,3.25 - 3.50,> 12.0,7.9,0.31,0.32,0.066,14.0,36.0,0.99364,0.56,high
2.0 - 2.5,3.25 - 3.50,11.5 - 12.0,6.4,0.795,0.0,0.065,28.0,52.0,0.9937799999999999,0.52,low
2.0 - 2.5,3.25 - 3.50,10.0 - 10.5,7.2,0.34,0.21,0.075,41.0,68.0,0.9958600000000001,0.54,high
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,7.7,0.58,0.01,0.08800000000000001,12.0,18.0,0.9956799999999999,0.56,high
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,7.1,0.59,0.0,0.091,9.0,14.0,0.9948799999999999,0.55,high
1.5 - 2.0,3.25 - 3.50,10.5 - 11.0,7.3,0.55,0.01,0.09300000000000001,9.0,15.0,0.9951399999999999,0.58,high
> 3.0,3.25 - 3.50,9.5 - 10.0,8.1,0.82,0.0,0.095,5.0,14.0,0.99854,0.53,low
2.5 - 3.0,3.25 - 3.50,10.0 - 10.5,7.5,0.57,0.08,0.08900000000000001,14.0,27.0,0.99592,0.59,high
2.0 - 2.5,3.00 - 3.25,9.5 - 10.0,8.9,0.745,0.18,0.077,15.0,48.0,0.99739,0.47,high
2.0 - 2.5,3.00 - 3.25,10.5 - 11.0,10.1,0.37,0.34,0.085,5.0,17.0,0.9968299999999999,0.65,high
2.0 - 2.5,3.00 - 3.25,> 12.0,7.6,0.31,0.34,0.08199999999999999,26.0,35.0,0.99356,0.59,high
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,7.3,0.91,0.1,0.07400000000000001,20.0,56.0,0.99672,0.56,low
> 3.0,3.00 - 3.25,> 12.0,8.7,0.41,0.41,0.078,25.0,42.0,0.9953,0.77,high
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,8.9,0.5,0.21,0.08800000000000001,21.0,39.0,0.99692,0.83,high
2.0 - 2.5,3.50 - 3.75,10.0 - 10.5,7.4,0.965,0.0,0.08800000000000001,16.0,32.0,0.99756,0.67,low
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,6.9,0.49,0.19,0.079,13.0,26.0,0.9954700000000001,0.64,high
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,8.9,0.5,0.21,0.08800000000000001,21.0,39.0,0.99692,0.83,high
> 3.0,3.25 - 3.50,10.5 - 11.0,9.5,0.39,0.41,0.069,18.0,39.0,0.99859,0.81,high
> 3.0,3.25 - 3.50,> 12.0,6.4,0.39,0.33,0.046,12.0,53.0,0.9929399999999999,0.62,high
<= 1.5,3.25 - 3.50,11.0 - 11.5,6.9,0.44,0.0,0.07,32.0,38.0,0.9943799999999999,0.58,high
1.5 - 2.0,3.25 - 3.50,10.5 - 11.0,7.6,0.78,0.0,0.076,33.0,45.0,0.9961200000000001,0.62,high
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,7.1,0.43,0.17,0.08199999999999999,27.0,51.0,0.99634,0.64,low
1.5 - 2.0,3.25 - 3.50,10.5 - 11.0,9.3,0.49,0.36,0.081,3.0,14.0,0.99702,0.78,high
1.5 - 2.0,3.25 - 3.50,10.5 - 11.0,9.3,0.5,0.36,0.084,6.0,17.0,0.9970399999999999,0.77,high
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,7.1,0.43,0.17,0.08199999999999999,27.0,51.0,0.99634,0.64,low
<= 1.5,3.00 - 3.25,9.0 - 9.5,8.5,0.46,0.59,0.414,16.0,45.0,0.99702,1.34,low
2.0 - 2.5,3.50 - 3.75,> 12.0,5.6,0.605,0.05,0.073,19.0,25.0,0.9925799999999999,0.55,low
2.0 - 2.5,3.25 - 3.50,> 12.0,8.3,0.33,0.42,0.07,9.0,20.0,0.99426,0.77,high
1.5 - 2.0,3.00 - 3.25,9.0 - 9.5,8.2,0.64,0.27,0.095,5.0,77.0,0.9974700000000001,0.62,high
1.5 - 2.0,3.00 - 3.25,9.0 - 9.5,8.2,0.64,0.27,0.095,5.0,77.0,0.9974700000000001,0.62,high
> 3.0,3.00 - 3.25,> 12.0,8.9,0.48,0.53,0.10099999999999999,3.0,10.0,0.9958600000000001,0.59,high
> 3.0,3.00 - 3.25,9.0 - 9.5,7.6,0.42,0.25,0.10400000000000001,28.0,90.0,0.99784,0.57,low
2.0 - 2.5,3.00 - 3.25,11.5 - 12.0,9.9,0.53,0.57,0.09300000000000001,30.0,52.0,0.9971,0.76,high
